2001-01-02T00:00:00.000-08:00|2001|2001|FY 2000-01|FY 00-01|Q3-01|2001-Q1|Q1-01|3|1|January|Jan|7|1
2001-01-03T00:00:00.000-08:00|2001|2001|FY 2000-01|FY 00-01|Q3-01|2001-Q1|Q1-01|3|1|January|Jan|7|1
2001-01-04T00:00:00.000-08:00|2001|2001|FY 2000-01|FY 00-01|Q3-01|2001-Q1|Q1-01|3|1|January|Jan|7|1
2001-01-05T00:00:00.000-08:00|2001|2001|FY 2000-01|FY 00-01|Q3-01|2001-Q1|Q1-01|3|1|January|Jan|7|1
2001-01-06T00:00:00.000-08:00|2001|2001|FY 2000-01|FY 00-01|Q3-01|2001-Q1|Q1-01|3|1|January|Jan|7|1
2001-01-07T00:00:00.000-08:00|2001|2001|FY 2000-01|FY 00-01|Q3-01|2001-Q1|Q1-01|3|1|January|Jan|7|1
